# Created by Octave 2.0.17, Thu Sep 28 15:51:03 2006 <sugaya@raspberry>
# name: DATA1
# type: matrix
# rows: 25
# columns: 2

-1.9998267297470022e+02	-1.9990472543355054e+02	
-1.7466148334849245e+02	-8.7319623382652239e+01	
-1.5529559176130351e+02	-2.1241997963273290e-02	
-1.7482647785970713e+02	8.7513787329146041e+01	
-1.9993990991512635e+02	1.9989380863432166e+02	
-9.9934608076630340e+01	-1.9996442977347735e+02	
-8.7349040911896921e+01	-8.7409506723089152e+01	
-7.7653404827614281e+01	4.1417753909031947e-03	
-8.7468550301975213e+01	8.7522464989324561e+01	
-9.9883281021544391e+01	1.9998432441055115e+02	
7.7237825027660828e-02	-1.9988727751726458e+02	
-1.5011917376158737e-01	-8.7366196933535747e+01	
3.0936558565166750e-02	-6.6449057330238521e-03	
-3.5980863866410868e-02	8.7374041448463615e+01	
-5.5936498683612959e-02	1.9991754646985430e+02	
9.9853436377478289e+01	-2.0000956449877759e+02	
8.7599018717600217e+01	-8.7309122217883143e+01	
7.7559225960815183e+01	5.0612703488510727e-02	
8.7190441192540803e+01	8.7316984157569422e+01	
9.9887196524708017e+01	2.0008587467351478e+02	
1.9992615581990094e+02	-1.9997413267346616e+02	
1.7482977559074723e+02	-8.7478990402816450e+01	
1.5544959854614859e+02	9.5893051632860035e-02	
1.7493420985824895e+02	8.7143997807017911e+01	
2.0010346467287999e+02	2.0011183000115099e+02	
