first image, second image, featureCountCombined, trueFeatureCountCombined, Fgt: trueSampsonErr, Fgt: trueErrorStdDev, Fgt: trueRootSampsonErr, Fgt: trueRootErrorStdDev, refined F: inlierCountCombined, refined F: trueInlierCountCombined, refined F: sampsonErrCombined, refined F: trueSampsonErr, refined F: trueSampsonErrStdDev, refined F: trueRootSampsonErr, refined F: trueRootSampsonErrStdDev, F_Points: featureCountGood, F_Points: trueFeatureCountGood, F_Points: featureCountComplete, F_Points: trueFeatureCountComplete, F_Points: inlierCountOwnGood, F_Points: trueInlierCountOwnGood, F_Points: inlierCountOwnComplete, F_Points: trueInlierCountOwnComplete, F_Points: inlierCountCombined, F_Points: trueInlierCountCombined, F_Points: sampsonErrOwn, F_Points: sampsonErrComplete, F_Points: sampsonErrCombined, F_Points: sampsonErrStdDevCombined, F_Points: trueSampsonErr, F_Points: trueSampsonErrStdDev, F_Points: trueRootSampsonErr, F_Points: trueRootSampsonErrStdDev, F_Points: quality, H_Lines: featureCountGood, H_Lines: trueFeatureCountGood, H_Lines: featureCountComplete, H_Lines: trueFeatureCountComplete, H_Lines: inlierCountOwnGood, H_Lines: trueInlierCountOwnGood, H_Lines: inlierCountOwnComplete, H_Lines: trueInlierCountOwnComplete, H_Lines: inlierCountCombined, H_Lines: trueInlierCountCombined, H_Lines: sampsonErrOwn, H_Lines: sampsonErrComplete, H_Lines: sampsonErrCombined, H_Lines: sampsonErrStdDevCombined, H_Lines: trueSampsonErr, H_Lines: trueSampsonErrStdDev, H_Lines: trueRootSampsonErr, H_Lines: trueRootSampsonErrStdDev, H_Lines: quality, H_Points: featureCountGood, H_Points: trueFeatureCountGood, H_Points: featureCountComplete, H_Points: trueFeatureCountComplete, H_Points: inlierCountOwnGood, H_Points: trueInlierCountOwnGood, H_Points: inlierCountOwnComplete, H_Points: trueInlierCountOwnComplete, H_Points: inlierCountCombined, H_Points: trueInlierCountCombined, H_Points: sampsonErrOwn, H_Points: sampsonErrComplete, H_Points: sampsonErrCombined, H_Points: sampsonErrStdDevCombined, H_Points: trueSampsonErr, H_Points: trueSampsonErrStdDev, H_Points: trueRootSampsonErr, H_Points: trueRootSampsonErrStdDev, H_Points: quality, time (min)
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0001.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,1594,1509,0.960627,0.960627,0.749637,0.749637,1510,1501,112.119,0.799099,1.51359,0.657773,1.52018,324,309,2713,1074,273,273,953,935,1339,1317,1.23533,145853,102.565,2009.82,5.97259,13.8688,1.59176,14.5447,0.961099,56,-1,6883,-1,42,36,410,374,880,875,515.808,-1,4256.06,75681.3,964.702,5776.49,13.1846,5854.38,0.505584,324,309,2713,1057,135,134,640,320,1403,1392,0.769964,142189,101.29,2022.9,2.62187,4.77136,1.23419,4.96918,0.999987,9.38333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0001.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,1136,985,1.01863,1.01863,0.747101,0.747101,990,977,84.3927,1.15263,1.96476,0.785651,1.99877,324,309,2713,1074,273,273,953,935,982,963,1.23533,145853,89.4322,582.088,2.15108,6.27882,0.984991,6.38629,1,56,-1,6883,-1,44,24,140,70,401,279,7.1882,-1,2158.57,21451.9,1686.24,4035.4,22.0517,4365.41,0.334352,324,309,2713,1047,145,144,604,302,725,718,1.23962,130467,1201.05,6581.51,982.756,2606.25,13.1303,2780.95,0.604492,6.1
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2721,2680,0.396259,0.396259,0.431562,0.431562,2682,2678,1464.38,0.368426,0.969635,0.390538,0.969887,195,191,3019,1418,191,191,1418,1408,2689,2679,0.933342,119890,1465.65,25994.9,0.884116,1.14,0.790801,1.14381,0.973208,180,-1,7922,-1,112,102,862,846,1940,1924,47.2224,-1,3090.95,81697.6,547.79,7169.55,6.88001,7189.93,0.658689,195,191,3019,1430,135,135,1560,780,2398,2390,1.02943,134396,1273.53,17819.6,70.8692,491.055,2.54588,495.787,0.913598,12.6333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2542,2309,0.683203,0.683203,0.564963,0.564963,2315,2306,14.3079,0.668341,1.40689,0.551637,1.41173,195,191,3019,1418,191,191,1418,1408,2299,2289,0.933342,119890,15.23,126.633,0.997908,1.76002,0.739716,1.77887,1,180,-1,7922,-1,114,77,730,614,1776,1559,2.07909,-1,95.3774,857.053,75.2714,581.563,3.58399,585.966,0.648942,195,191,3019,1428,108,108,1498,748,2126,1936,0.541695,80213.5,831.986,14191.8,306.275,5428.13,3.27322,5436.59,0.741995,10.3333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2798,2724,0.550457,0.550457,0.501926,0.501926,2727,2724,2.91367,0.525796,1.08434,0.49984,1.08465,195,191,3019,1418,191,191,1418,1408,2738,2724,0.933342,119890,2.96015,28.5344,0.676331,1.15478,0.623354,1.15599,1,180,-1,7922,-1,106,96,872,838,2233,2202,3.30427,-1,167.821,2297.26,84.781,715.955,2.76477,720.639,0.65469,195,191,3019,1421,137,137,1650,824,2465,2452,0.644743,106246,191.182,2159.86,103.55,533.754,3.15901,543.117,0.721913,13.4
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,3218,3042,0.905613,0.905613,0.670487,0.670487,3061,3025,50.4267,0.570473,1.37642,0.507749,1.37785,195,191,3019,1418,191,191,1418,1408,2950,2938,0.933342,119890,52.9458,539.118,1.48232,2.60621,0.886337,2.67351,1,180,-1,7922,-1,110,88,1106,1022,2825,2659,0.0359694,-1,746.302,15001.6,248.525,5131.97,2.50075,5137.86,0.778805,195,191,3019,1421,125,125,1592,795,2682,2675,0.518938,103086,354.609,3717.65,81.5761,440.212,2.9381,447.183,0.755962,10.0333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2749,2536,0.925324,0.925324,0.681358,0.681358,2563,2524,22.2267,0.838956,1.50866,0.661992,1.51901,195,191,3019,1418,191,191,1418,1408,2499,2479,0.933342,119890,25.392,450.959,1.4301,2.29281,0.904227,2.35237,1,180,-1,7922,-1,102,82,826,722,2041,1927,10.8814,-1,839.515,15635,273.416,5104.54,3.37654,5111.68,0.658172,,,,,,,,,,,,,,,,,,,,10.4667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2748,2674,0.448013,0.448013,0.476798,0.476798,2690,2672,41.1611,0.384454,0.990716,0.402077,0.990873,195,191,3019,1418,191,191,1418,1408,2681,2670,0.933342,119890,42.7589,610.12,0.746484,1.23179,0.65947,1.23486,1,180,-1,7922,-1,84,74,828,796,2311,2270,28.2211,-1,159.18,2797.77,77.2495,1466.03,2.10816,1467.95,0.742269,195,191,3019,1416,121,121,1586,793,2417,2413,0.468612,109241,277.6,2771.55,102.16,519.759,3.19352,529.1,0.750968,8.58333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2560,2420,1.06808,1.06808,0.73957,0.73957,2472,2412,27.4344,0.81395,1.40799,0.666406,1.41571,195,191,3019,1418,191,191,1418,1408,2364,2354,0.933342,119890,29.0059,397.632,1.6401,2.42993,0.992208,2.51485,1,180,-1,7922,-1,96,70,754,687,1991,1886,9.81355,-1,855.905,14846.6,298.057,5293.12,3.42028,5301.32,0.679246,195,191,3019,1423,133,133,1634,817,2163,2141,0.640173,107368,243.65,2090.41,115.893,528.481,3.61863,540.28,0.75466,13.3667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2767,2622,0.582457,0.582457,0.543441,0.543441,2619,2613,13.6713,0.454696,1.11658,0.452104,1.11658,195,191,3019,1418,191,191,1418,1408,2630,2620,0.933342,119890,15.6312,122.464,1.12884,1.37175,0.871828,1.39563,1,180,-1,7922,-1,118,95,856,787,1975,1881,3.0066,-1,355.536,8725.59,137.313,3560.58,3.56928,3563.09,0.608365,195,191,3019,1414,109,108,1472,735,2167,2149,1.72624,92217.2,350.975,6569.08,178.675,3539.25,3.11052,3543.6,0.666775,8.55
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,3514,3472,0.39659,0.39659,0.47638,0.47638,3472,3467,12.2813,0.271802,0.888659,0.31375,0.889649,195,191,3019,1418,191,191,1418,1408,3484,3472,0.933342,119890,12.8169,177.47,0.891315,1.11863,0.779072,1.12424,1,180,-1,7922,-1,94,88,1308,1291,2775,2770,1.23542,-1,1625.75,46465.3,293.522,5252.09,3.94566,5260.07,0.637508,195,191,3019,1424,120,120,1544,772,3229,3227,0.405599,110682,61.2493,611.26,29.1022,207.813,1.81176,209.597,0.782314,6.28333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0002.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0003.png,2786,2703,0.555487,0.555487,0.559824,0.559824,2709,2700,45.8161,0.465066,1.02676,0.476511,1.02683,195,191,3019,1418,191,191,1418,1408,2719,2703,0.933342,119890,47.3942,650.68,1.24993,1.38332,0.937784,1.41811,1,180,-1,7922,-1,106,97,890,853,2333,2280,15.9253,-1,346.152,7739.61,88.4547,586.117,2.94917,592.324,0.712555,195,191,3019,1424,109,108,1466,732,2226,2204,5.90734,121242,1659.99,36003.8,343.595,5851.54,4.60093,5861.35,0.659374,8.65
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,3147,3066,0.470921,0.470921,0.458403,0.458403,3069,3060,27.9013,0.438338,1.02093,0.452569,1.02103,146,146,2993,1306,146,146,1272,1262,2980,2965,1.23342,162418,28.9284,719.676,1.55085,4.1352,0.760838,4.21002,1,173,-1,7842,-1,136,130,1162,1124,2684,2634,3.98105,-1,109.344,4056.97,21.5927,186.223,1.50916,187.303,0.77226,,,,,,,,,,,,,,,,,,,,9.16667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,3780,3688,0.742003,0.742003,0.626306,0.626306,3703,3678,6.16574,0.338814,1.09828,0.345521,1.0983,146,146,2993,1306,146,146,1272,1262,3449,3439,1.23342,162418,8.64639,82.8583,2.49836,5.25987,1.12553,5.43612,1,173,-1,7842,-1,152,139,1460,1417,3268,3217,6.84635,-1,405.012,20822.9,51.3883,352.239,1.88427,355.701,0.760773,,,,,,,,,,,,,,,,,,,,11.3333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,4465,4418,0.218018,0.218018,0.298019,0.298019,4418,4412,62.6218,0.173715,0.773148,0.184775,0.773227,146,146,2993,1306,146,146,1272,1262,4342,4332,1.23342,162418,64.4047,1566.6,1.23696,2.52952,0.756433,2.57477,0.998898,173,-1,7842,-1,132,121,1962,1944,4215,4205,0.948056,-1,255.279,14750.8,31.4691,273.953,1.1082,275.631,0.824551,146,146,2993,1315,142,142,1690,843,4348,4343,0.784354,152279,70.0308,1621.04,0.627031,5.21045,0.375441,5.21652,0.983897,6.98333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,3593,3538,0.419012,0.419012,0.457575,0.457575,3543,3530,20.1347,0.32287,0.95357,0.345688,0.953843,146,146,2993,1306,146,146,1272,1262,3463,3449,1.23342,162418,21.3366,343.452,1.42253,2.72524,0.853375,2.78406,1,173,-1,7842,-1,112,109,1404,1381,3220,3205,27.4229,-1,169.054,6710.64,21.2433,197.021,1.2512,198.033,0.767673,,,,,,,,,,,,,,,,,,,,10.3667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,4371,4332,0.220373,0.220373,0.310269,0.310269,4194,4171,18.562,6.81619,83.7413,0.644124,83.9684,146,146,2993,1306,146,146,1272,1262,4257,4247,1.23342,162418,154.631,6029.28,1.20342,2.5929,0.733607,2.63513,0.811628,173,-1,7842,-1,116,106,1926,1910,4183,4163,1.96425,-1,18.7109,511.637,6.76998,83.0022,0.582015,83.2326,0.975218,146,146,2993,1312,140,140,1626,813,4317,4313,0.372239,167176,158.161,6231.88,0.360072,1.7634,0.37046,1.76343,0.82218,9.13333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,4026,3992,0.406876,0.406876,0.434301,0.434301,3994,3980,101.242,0.309471,0.940963,0.328507,0.941155,146,146,2993,1306,146,146,1272,1262,3893,3882,1.23342,162418,98.93,3234.9,1.45936,3.33255,0.811498,3.39496,0.989587,173,-1,7842,-1,128,120,1712,1700,3785,3775,46.7561,-1,174.09,6691.71,17.1188,174.755,0.929343,175.504,0.880565,146,146,2993,1321,138,138,1674,836,3944,3932,1.76668,159593,105.353,3091.56,1.61797,15.2733,0.565408,15.3096,0.987831,5.71667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,4701,4665,0.223636,0.223636,0.320602,0.320602,4665,4658,19.0929,0.177921,0.814394,0.185335,0.814428,146,146,2993,1306,146,146,1272,1262,4567,4557,1.23342,162418,20.291,610.533,1.28622,2.7402,0.7616,2.78998,1,173,-1,7842,-1,142,135,2186,2173,4488,4483,18.9507,-1,212.611,11682.7,23.8595,236.214,0.889132,237.329,0.803746,146,146,2993,1309,134,134,1634,817,4518,4514,3.90449,153271,66.4184,2902.56,3.27983,26.9095,0.605921,27.0421,0.851235,5.48333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,3929,3867,0.412861,0.412861,0.427739,0.427739,3873,3860,6.80844,0.30561,1.0238,0.314362,1.02384,146,146,2993,1306,146,146,1272,1262,3876,3866,1.23342,162418,7.52332,84.5275,0.836129,1.47799,0.661746,1.48824,1,173,-1,7842,-1,112,102,1570,1542,3417,3397,0.617523,-1,391.192,21073.3,43.2993,273.863,1.82261,276.987,0.707702,,,,,,,,,,,,,,,,,,,,5.4
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,3857,3811,0.314465,0.314465,0.386482,0.386482,3817,3809,18.2691,0.216998,0.715509,0.26394,0.717048,146,146,2993,1306,146,146,1272,1262,3807,3796,1.23342,162418,19.6417,346.856,1.1428,1.87035,0.777498,1.9057,1,173,-1,7842,-1,124,114,1568,1548,3496,3490,9.55315,-1,84.8241,2977.45,16.3766,183.95,1.04839,184.588,0.779632,146,146,2993,1313,133,133,1646,822,3624,3623,3.73044,96278.8,141.697,5499.92,18.4072,187.125,1.57617,187.881,0.787818,7.28333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0004.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0005.png,2560,2410,0.671498,0.671498,0.575132,0.575132,2426,2400,2.93729,0.662888,1.40669,0.57834,1.40923,146,146,2993,1306,146,146,1272,1262,2440,2406,1.23342,162418,3.29903,15.0248,1.06346,1.81515,0.776402,1.83772,1,173,-1,7842,-1,112,99,824,752,2009,1890,1.18212,-1,169.736,5993.91,41.5681,249.479,2.52855,252.516,0.661258,,,,,,,,,,,,,,,,,,,,9.06667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,6309,6266,0.144803,0.144803,0.206056,0.206056,6268,6260,35.826,0.146965,0.737851,0.139798,0.737886,267,265,3245,1740,262,261,1697,1684,6255,6242,1.37219,117609,36.7077,1028.65,1.0959,1.74505,0.773554,1.77457,1,245,-1,7783,-1,250,240,2952,2937,5957,5939,33.5298,-1,330.87,14799.6,17.9595,233.362,0.836983,233.989,0.782649,,,,,,,,,,,,,,,,,,,,8.25
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,5563,5527,0.266965,0.266965,0.309152,0.309152,5528,5519,1.50126,0.219802,0.859249,0.23728,0.859427,267,265,3245,1740,262,261,1697,1684,5512,5497,1.37219,117609,2.74045,38.5684,1.45592,1.92947,0.961527,1.99182,1,245,-1,7783,-1,242,238,2450,2439,5171,5168,1.87806,-1,372.423,19258.1,22.0438,269.396,1.01356,270.216,0.750483,267,265,3245,1725,243,243,2106,1051,5341,5338,2.07075,113183,75.2027,3142.9,2.44449,21.3624,0.637596,21.4387,0.780932,10.45
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,5625,5589,0.167699,0.167699,0.233456,0.233456,5589,5581,2.10602,0.17387,0.806702,0.172952,0.806703,267,265,3245,1740,262,261,1697,1684,5594,5581,1.37219,117609,3.04589,73.0327,1.04459,1.60601,0.769679,1.62937,1,245,-1,7783,-1,220,213,2302,2289,5054,5048,2.39881,-1,356.706,12391.7,28.3803,292.473,1.39433,293.716,0.723048,267,265,3245,1731,244,244,2158,1078,4137,4134,58.1071,189602,470.048,15490.5,68.327,394.734,3.64716,399.999,0.591756,11.15
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,6549,6430,0.209605,0.209605,0.250272,0.250272,6428,6421,1.78925,0.194627,0.838505,0.194369,0.838505,267,265,3245,1740,262,261,1697,1684,6405,6392,1.37219,117609,2.81468,21.5886,1.36485,1.85839,0.940593,1.90621,1,245,-1,7783,-1,244,232,2852,2799,6027,6013,0.890248,-1,289.869,15955,19.2729,254.138,0.932359,254.799,0.753225,267,265,3245,1738,233,232,2024,1011,5774,5756,6.31173,105023,352.294,20591.4,24.9094,292.796,1.81812,293.705,0.721344,12.5
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,6204,6117,0.152551,0.152551,0.195594,0.195594,6119,6111,5.07614,0.160728,0.77762,0.143313,0.777815,267,265,3245,1740,262,261,1697,1684,6117,6103,1.37219,117609,5.97752,55.3486,1.0822,1.73361,0.767683,1.76191,1,245,-1,7783,-1,194,188,2770,2732,5758,5727,3.25844,-1,345.306,19288.5,21.643,271.719,0.968091,272.504,0.755007,267,265,3245,1741,231,230,2024,1011,5601,5591,3.28405,130494,371.663,21097.5,41.8104,357.112,1.78037,359.349,0.734269,10.5
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,5801,5760,0.15105,0.15105,0.201025,0.201025,5758,5751,19.8512,0.164039,0.796879,0.159459,0.796892,267,265,3245,1740,262,261,1697,1684,5709,5696,1.37219,117609,20.8803,482.589,1.26898,2.04222,0.829324,2.08902,1,245,-1,7783,-1,196,189,2422,2408,5361,5359,5.00907,-1,186.094,6369.75,34.7609,298.085,1.22478,299.966,0.772283,267,265,3245,1726,232,232,2032,1015,5550,5549,0.512905,114310,37.8543,977.659,2.92271,21.5013,0.627171,21.6236,0.887252,8.38333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,4892,4783,0.364723,0.364723,0.382085,0.382085,4783,4774,5.11014,0.360127,0.986722,0.389004,0.987145,267,265,3245,1740,262,261,1697,1684,4789,4775,1.37219,117609,5.6851,60.9288,1.27349,1.5886,0.929065,1.62552,1,245,-1,7783,-1,226,206,1976,1927,4157,4090,2.07375,-1,598.028,26469.4,36.2336,292.507,1.84286,294.522,0.694941,267,265,3245,1734,233,232,2012,1005,4289,4278,3.31384,84839.5,416.262,13894,39.1613,271.459,2.17852,273.968,0.71778,12.6667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,6340,6305,0.142884,0.142884,0.205918,0.205918,6306,6299,40.3059,0.149488,0.749899,0.145425,0.74991,267,265,3245,1740,262,261,1697,1684,6289,6276,1.37219,117609,41.3746,1669.76,1.1412,1.8015,0.787922,1.83582,1,245,-1,7783,-1,272,262,2958,2946,5858,5856,27.8212,-1,838.286,37611.3,58.8739,456.772,1.69975,460.337,0.753627,267,265,3245,1717,241,241,2072,1036,6178,6173,0.486363,120648,107.016,4658.73,2.25885,30.7667,0.432035,30.8209,0.862196,8.93333
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,5987,5943,0.158075,0.158075,0.22896,0.22896,5945,5937,10.6264,0.160745,0.768926,0.160529,0.768926,267,265,3245,1740,262,261,1697,1684,5950,5937,1.37219,117609,11.4649,284.371,1.04065,1.67087,0.74676,1.69652,1,245,-1,7783,-1,236,226,2582,2566,5592,5590,7.22935,-1,390.28,14367.2,19.5684,151.219,1.03306,152.351,0.756268,267,265,3245,1725,231,231,2018,1009,5594,5592,7.01989,112655,421.103,23098.2,29.239,339.726,1.57967,340.85,0.756092,7.96667
/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0006.png,/home/johannes/MultipleCueEstimation/Datasets/herz-jesu-P8/0007.png,4889,4856,0.258364,0.258364,0.308725,0.308725,4852,4845,6.97988,0.242128,0.948325,0.266541,0.948639,267,265,3245,1740,262,261,1697,1684,4774,4761,1.37219,117609,8.19713,195.577,1.43119,2.2372,0.89728,2.30004,1,245,-1,7783,-1,170,160,1872,1862,4459,4452,0.289518,-1,181.328,7624.14,15.3477,112.849,1.06588,113.749,0.754797,,,,,,,,,,,,,,,,,,,,6.73333
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,6094,5633,0.277875,0.277875,0.306908,0.306908,5753,5609,14.7633,0.497242,1.26056,0.466818,1.26093,847,622,6420,3031,664,611,2950,2753,5543,5358,1.11242,36023.2,15.5059,105.458,1.68676,3.43795,0.901588,3.52649,1,500,-1,7573,-1,364,341,1830,1688,3985,3780,1.1914,-1,506.594,6380.94,103.441,1401.56,3.82075,1405.1,0.580134,845,622,6420,3018,385,383,3990,1995,5486,5472,0.866019,35818.7,23.2658,181.657,1.59089,2.6066,0.936762,2.68744,0.924379,15.7833
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,6446,6003,0.395483,0.395483,0.381787,0.381787,6162,5984,3.13189,0.532683,1.25549,0.485595,1.25638,847,622,6420,3031,664,611,2950,2753,5971,5731,1.11242,36023.2,3.5134,28.1018,1.63272,3.28683,0.886299,3.37054,1,500,-1,7573,-1,324,305,2024,1886,4551,4535,4.99672,-1,26.4395,201.477,10.103,30.1065,1.68235,31.2621,0.635332,847,622,6420,3022,330,330,3782,1890,5212,5144,1.85618,34583,12.6274,117.26,3.91106,6.30804,1.46868,6.76443,0.752929,18.15
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,6317,5668,0.233677,0.233677,0.282031,0.282031,5766,5637,229.172,0.456328,1.25709,0.43192,1.25733,847,622,6420,3031,664,611,2950,2753,5529,5346,1.11242,36023.2,233.224,1224.08,1.94256,3.87798,0.978969,3.99592,0.999938,500,-1,7573,-1,292,258,1952,1708,3517,3503,10.8859,-1,3521.15,36350,319.61,1528.11,8.46454,1559.47,0.52115,847,622,6420,3017,402,402,4140,2070,5154,5141,1.22494,35288.5,237.347,1185.92,2.92105,7.50018,1.1771,7.7003,0.942382,13.6667
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,5958,5530,0.272273,0.272273,0.314156,0.314156,5611,5498,134.954,0.480776,1.62053,0.429197,1.62135,847,622,6420,3031,664,611,2950,2753,5360,5177,1.11242,36023.2,136.067,1010.96,1.97431,3.75121,0.995377,3.87686,0.995667,500,-1,7573,-1,282,253,1798,1672,3778,3616,53.0086,-1,3863.34,35005.1,462.775,1866.01,9.99571,1920.17,0.566813,846,622,6420,3008,349,348,4036,2017,5389,5354,0.691582,35462.2,141.853,992.574,1.39184,3.41416,0.766908,3.4709,0.991858,21.85
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,6449,6036,0.329573,0.329573,0.328847,0.328847,6151,6013,4.00338,0.499963,1.43984,0.446644,1.44083,847,622,6420,3031,664,611,2950,2753,5897,5693,1.11242,36023.2,4.99437,20.5123,2.01054,3.47035,1.06341,3.59729,0.995352,500,-1,7573,-1,314,300,2112,1994,5426,5358,3.6243,-1,5.41908,17.025,2.98415,9.25303,0.835893,9.49918,0.916622,846,622,6420,3008,326,324,3978,1987,5929,5913,0.657491,35140.2,17.1416,209.37,1.39956,3.96607,0.822502,4.00783,0.856721,23.4833
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,6022,5721,0.241398,0.241398,0.292061,0.292061,5825,5694,32.0637,0.484984,1.60561,0.441346,1.6062,847,622,6420,3031,664,611,2950,2753,5608,5424,1.11242,36023.2,32.5258,318.447,1.72172,3.51642,0.900441,3.61107,1,500,-1,7573,-1,318,295,1782,1718,3591,3579,39.0437,-1,3610.7,36603.9,346.161,1540.88,8.66596,1577.41,0.513061,847,621,6420,3008,430,430,4076,2037,5251,5243,1.3564,36011.3,48.373,406.006,2.71442,5.21857,1.21825,5.42885,0.883354,14.2333
/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0005.png,/home/johannes/MultipleCueEstimation/Datasets/castle-P30/0006.png,6561,6183,0.184968,0.184968,0.22226,0.22226,6335,6157,30.6538,0.39442,1.15474,0.404791,1.15478,847,622,6420,3031,664,611,2950,2753,6111,5878,1.11242,36023.2,31.3735,300.278,1.76933,3.30576,0.96313,3.40266,1,500,-1,7573,-1,320,290,2336,2236,5095,5023,258.995,-1,355.522,1899.51,154.344,670.38,4.34675,686.959,0.683592,847,622,6420,3017,327,326,2284,1141,1608,1586,23.2257,36735.7,665.698,2748.61,558.94,953.257,17.3345,1096.4,0.21971,17.4667
